Incident Number,Property Code,Property Use Description,Property Use Category,Incident Code,Primary Type Category,Sub Type Category,Aid Given or Received,Incident Date and Time,First Unit Dispatched,First Unit Arrived,All Units Clear,Total First Unit Response Time,Total Time Committed,shift,Incident Location Area,Number of Apparatus Assigned,Number of Personnel Assigned, Property Value , Property Lost , Contents Value , Contents Lost 
16-0007026,599,Business office.,Business,321,Medical,EMS,None,9/24/2016 17:30,9/24/2016 17:28,9/24/2016 17:34,9/24/2016 17:49,0:06:03,0:21:14,B,FWFD,1,3, $-   , $-   , $-   , $-   
16-0007027,900,"Outside or special property, other.",Outside,631,No Hazard,GOOD INTENT,None,9/24/2016 17:43,9/24/2016 17:41,9/24/2016 17:47,9/24/2016 18:00,0:05:43,0:18:29,B,1,1,4, $-   , $-   , $-   , $-   
16-0007029,429,Multifamily dwelling.,Residential,521,No Hazard,ASSIST,None,9/24/2016 19:22,9/24/2016 19:21,9/24/2016 19:26,9/24/2016 19:54,0:05:46,0:33:18,B,9,4,12, $-   , $-   , $-   , $-   
16-0007030,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,9/24/2016 19:33,9/24/2016 19:32,9/24/2016 19:38,9/24/2016 20:00,0:05:27,0:27:13,B,8,1,4, $-   , $-   , $-   , $-   
16-0007031,429,Multifamily dwelling.,Residential,321,Medical,EMS,None,9/24/2016 19:38,9/24/2016 19:37,9/24/2016 19:45,9/24/2016 20:02,0:08:16,0:25:11,B,7,1,3, $-   , $-   , $-   , $-   
16-0007032,419,1- or 2-family dwelling.,Residential,745,No Hazard,ALARM,None,9/24/2016 19:42,9/24/2016 19:41,9/24/2016 19:47,9/24/2016 20:02,0:06:41,0:21:24,B,3,2,7, $-   , $-   , $-   , $-   
16-0007033,449,"Hotel/Motel, commercial.",Residential,600,No Hazard,GOOD INTENT,None,9/24/2016 21:01,9/24/2016 21:00,9/24/2016 21:06,9/24/2016 21:13,0:05:29,0:12:28,B,3,2,7, $-   , $-   , $-   , $-   
16-0007034,429,Multifamily dwelling.,Residential,321,Medical,EMS,None,9/24/2016 21:21,9/24/2016 21:20,9/24/2016 21:25,9/24/2016 21:46,0:04:43,0:25:39,B,1,1,4, $-   , $-   , $-   , $-   
16-0007035,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,9/24/2016 22:07,9/24/2016 22:07,9/24/2016 22:10,9/24/2016 22:23,0:03:33,0:16:26,B,2,1,3, $-   , $-   , $-   , $-   
16-0007036,429,Multifamily dwelling.,Residential,311,Medical,EMS,None,9/24/2016 22:31,9/24/2016 22:30,9/24/2016 22:35,9/24/2016 22:49,0:05:01,0:18:59,B,6,1,3, $-   , $-   , $-   , $-   
16-0007037,429,Multifamily dwelling.,Residential,321,Medical,EMS,None,9/24/2016 23:27,9/24/2016 23:26,9/24/2016 23:31,9/24/2016 23:46,0:04:54,0:20:16,B,4,1,4, $-   , $-   , $-   , $-   
16-0007038,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,9/24/2016 23:54,9/24/2016 23:53,9/24/2016 23:59,9/25/2016 0:14,0:05:46,0:20:41,B,3,1,4, $-   , $-   , $-   , $-   
16-0007039,429,Multifamily dwelling.,Residential,671,No Hazard,GOOD INTENT,None,9/25/2016 0:03,9/25/2016 0:01,9/25/2016 0:09,9/25/2016 0:30,0:08:23,0:29:05,B,3,4,12, $-   , $-   , $-   , $-   
16-0007040,500,"Mercantile, business, other.",Business,321,Medical,EMS,None,9/25/2016 7:44,9/25/2016 7:43,9/25/2016 7:47,9/25/2016 8:02,0:03:50,0:18:41,A,8,1,4, $-   , $-   , $-   , $-   
16-0007041,429,Multifamily dwelling.,Residential,321,Medical,EMS,None,9/25/2016 9:23,9/25/2016 9:22,9/25/2016 9:27,9/25/2016 9:38,0:04:51,0:15:35,A,4,1,4, $-   , $-   , $-   , $-   
16-0007042,215,"High school, junior high, middle school.",Educational,321,Medical,EMS,None,9/25/2016 9:56,9/25/2016 9:55,9/25/2016 9:58,9/25/2016 10:10,0:03:09,0:15:00,A,9,1,4, $-   , $-   , $-   , $-   
16-0007043,120,"Variable-use amusement, recreation place.",Assembly,311,Medical,EMS,None,9/25/2016 11:06,9/25/2016 11:06,9/25/2016 11:10,9/25/2016 11:18,0:04:25,0:11:47,A,8,1,4, $-   , $-   , $-   , $-   
16-0007044,419,1- or 2-family dwelling.,Residential,511,No Hazard,ASSIST,None,9/25/2016 11:35,9/25/2016 11:34,9/25/2016 11:39,9/25/2016 12:03,0:05:22,0:28:54,A,3,1,5, $-   , $-   , $-   , $-   
16-0007045,961,Highway or divided highway.,Outside,324,Hazard,MVA,None,9/25/2016 12:48,9/25/2016 12:47,9/25/2016 12:52,9/25/2016 13:04,0:05:51,0:17:45,A,9,2,7, $-   , $-   , $-   , $-   
16-0007046,419,1- or 2-family dwelling.,Residential,311,Medical,EMS,None,9/25/2016 13:26,9/25/2016 13:25,9/25/2016 13:32,9/25/2016 13:36,0:06:46,0:10:42,A,5,1,4, $-   , $-   , $-   , $-   
16-0007047,429,Multifamily dwelling.,Residential,311,Medical,EMS,None,9/25/2016 14:06,9/25/2016 14:05,9/25/2016 14:09,9/25/2016 14:21,0:04:24,0:16:39,A,8,1,4, $-   , $-   , $-   , $-   
16-0007048,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,9/25/2016 14:51,9/25/2016 14:51,9/25/2016 14:58,9/25/2016 15:14,0:07:19,0:23:00,A,8,1,4, $-   , $-   , $-   , $-   
16-0007049,962,"Residential street, road.",Outside,131,Fire,VEHICLE,Automatic Aid Given,9/25/2016 14:57,9/25/2016 14:55,9/25/2016 15:02,9/25/2016 16:23,0:06:24,1:27:11,A,MVFD,1,4, $-   , $-   , $-   , $-   
16-0007050,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,9/25/2016 16:53,9/25/2016 16:52,9/25/2016 16:57,9/25/2016 17:09,0:04:26,0:17:05,A,3,1,4, $-   , $-   , $-   , $-   
16-0007051,UUU,Undetermined.,Other,324,Hazard,MVA,Automatic Aid Given,9/25/2016 17:03,9/25/2016 17:03,9/25/2016 17:07,9/25/2016 17:38,0:04:06,0:34:57,A,1,4,11, $-   , $-   , $-   , $-   
16-0007052,581,Department or discount store.,Business,745,No Hazard,ALARM,None,9/25/2016 16:51,9/25/2016 16:49,9/25/2016 16:57,9/25/2016 17:06,0:07:40,0:17:23,A,9,2,7, $-   , $-   , $-   , $-   
16-0007053,419,1- or 2-family dwelling.,Residential,311,Medical,EMS,None,9/25/2016 18:28,9/25/2016 18:27,9/25/2016 18:30,9/25/2016 18:46,0:02:53,0:18:22,A,6,1,3, $-   , $-   , $-   , $-   
16-0007054,449,"Hotel/Motel, commercial.",Residential,321,Medical,EMS,None,9/26/2016 2:46,9/26/2016 2:46,9/26/2016 2:51,9/26/2016 3:06,0:04:49,0:20:18,A,1,1,4, $-   , $-   , $-   , $-   
16-0007055,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,9/26/2016 2:56,9/26/2016 2:56,9/26/2016 3:02,9/26/2016 3:27,0:06:23,0:31:04,A,8,1,4, $-   , $-   , $-   , $-   
16-0007056,449,"Hotel/Motel, commercial.",Residential,733,No Hazard,ALARM,Automatic Aid Received,9/26/2016 6:12,9/26/2016 6:10,9/26/2016 6:20,9/26/2016 6:30,0:09:37,0:19:08,A,1,2,7, $-   , $-   , $-   , $-   
16-0007058,599,Business office.,Business,611,No Hazard,GOOD INTENT,None,9/26/2016 9:10,9/26/2016 9:10,9/26/2016 9:11,9/26/2016 9:12,0:00:39,0:01:25,B,2,1,4, $-   , $-   , $-   , $-   
16-0007059,419,1- or 2-family dwelling.,Residential,733,No Hazard,ALARM,None,9/26/2016 9:24,9/26/2016 9:23,9/26/2016 9:30,9/26/2016 9:39,0:06:36,0:16:04,B,4,2,9, $-   , $-   , $-   , $-   
16-0007060,961,Highway or divided highway.,Outside,322,Hazard,MVA,None,9/26/2016 10:15,9/26/2016 10:14,9/26/2016 10:21,9/26/2016 10:59,0:07:09,0:45:22,B,3,5,15, $-   , $-   , $-   , $-   
16-0007061,599,Business office.,Business,311,Medical,EMS,None,9/26/2016 10:24,9/26/2016 10:22,9/26/2016 10:27,9/26/2016 10:39,0:05:15,0:16:39,B,9,1,3, $-   , $-   , $-   , $-   
16-0007062,100,"Assembly, other.",Assembly,311,Medical,EMS,None,9/26/2016 13:52,9/26/2016 13:52,9/26/2016 13:59,9/26/2016 14:06,0:07:16,0:14:13,B,4,1,4, $-   , $-   , $-   , $-   
16-0007063,449,"Hotel/Motel, commercial.",Residential,321,Medical,EMS,None,9/26/2016 14:15,9/26/2016 14:15,9/26/2016 14:21,9/26/2016 15:13,0:06:10,0:58:32,B,9,2,5, $-   , $-   , $-   , $-   
16-0007064,419,1- or 2-family dwelling.,Residential,622,No Hazard,GOOD INTENT,None,9/26/2016 15:16,9/26/2016 15:15,9/26/2016 15:20,9/26/2016 15:24,0:05:32,0:09:42,B,4,1,4, $-   , $-   , $-   , $-   
16-0007065,419,1- or 2-family dwelling.,Residential,743,No Hazard,ALARM,None,9/26/2016 15:35,9/26/2016 15:33,9/26/2016 15:40,9/26/2016 15:43,0:07:01,0:09:38,B,2,2,7, $-   , $-   , $-   , $-   
16-0007066,926,"Outbuilding, protective shelter.",Outside,300,Medical,EMS,None,9/26/2016 16:44,9/26/2016 16:43,9/26/2016 16:49,9/26/2016 16:52,0:05:27,0:08:44,B,2,1,4, $-   , $-   , $-   , $-   
16-0007067,500,"Mercantile, business, other.",Business,551,No Hazard,ASSIST,None,9/26/2016 17:54,9/26/2016 17:53,9/26/2016 18:02,9/26/2016 18:24,0:09:25,0:31:39,B,3,1,4, $-   , $-   , $-   , $-   
16-0007068,131,"Church, mosque.",Assembly,744,No Hazard,ALARM,None,9/26/2016 18:02,9/26/2016 18:01,9/26/2016 18:08,9/26/2016 18:35,0:06:47,0:33:27,B,2,2,7, $-   , $-   , $-   , $-   
16-0007070,581,Department or discount store.,Business,155,Fire,OTHER,Automatic Aid Received,9/26/2016 20:00,9/26/2016 19:59,9/26/2016 20:05,9/26/2016 22:50,0:06:09,2:51:04,B,9,6,20,"$7,554,438 ", $-   ,"$1,000,000 ", $-   
16-0007072,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,9/26/2016 20:39,9/26/2016 20:39,9/26/2016 20:45,9/26/2016 21:02,0:05:18,0:22:37,B,2,1,4, $-   , $-   , $-   , $-   
16-0007075,419,1- or 2-family dwelling.,Residential,311,Medical,EMS,None,9/27/2016 4:04,9/27/2016 4:04,9/27/2016 4:09,9/27/2016 4:20,0:05:51,0:16:47,B,5,1,4, $-   , $-   , $-   , $-   
16-0007076,429,Multifamily dwelling.,Residential,321,Medical,EMS,None,9/27/2016 4:57,9/27/2016 4:57,9/27/2016 5:03,9/27/2016 5:30,0:06:09,0:33:32,B,4,1,5, $-   , $-   , $-   , $-   
16-0007077,419,1- or 2-family dwelling.,Residential,311,Medical,EMS,None,9/27/2016 7:57,9/27/2016 7:57,9/27/2016 8:04,9/27/2016 8:11,0:06:20,0:13:30,C,6,1,3, $-   , $-   , $-   , $-   
16-0007079,429,Multifamily dwelling.,Residential,743,No Hazard,ALARM,None,9/27/2016 9:21,9/27/2016 9:19,9/27/2016 9:25,9/27/2016 9:27,0:06:02,0:08:06,C,1,4,12, $-   , $-   , $-   , $-   
16-0007080,213,Elementary school.,Educational,711,No Hazard,ALARM,None,9/27/2016 9:24,9/27/2016 9:23,9/27/2016 9:27,9/27/2016 9:31,0:04:08,0:08:05,C,1,4,15, $-   , $-   , $-   , $-   
16-0007081,142,Clubhouse associated with country club.,Assembly,743,No Hazard,ALARM,None,9/27/2016 10:00,9/27/2016 9:59,9/27/2016 10:05,9/27/2016 10:42,0:06:09,0:43:12,C,5,2,9, $-   , $-   , $-   , $-   
16-0007082,400,"Residential, other.",Residential,311,Medical,EMS,None,9/27/2016 10:02,9/27/2016 10:01,9/27/2016 10:06,9/27/2016 10:14,0:05:04,0:12:05,C,3,1,4, $-   , $-   , $-   , $-   
16-0007083,429,Multifamily dwelling.,Residential,622,No Hazard,GOOD INTENT,None,9/27/2016 10:23,9/27/2016 10:23,9/27/2016 10:28,9/27/2016 10:36,0:04:56,0:13:31,C,3,1,4, $-   , $-   , $-   , $-   
16-0007084,UUU,Undetermined.,Other,444,Hazard,HAZARDOUS CONDITION,Automatic Aid Given,9/27/2016 10:30,9/27/2016 10:29,9/27/2016 10:35,9/27/2016 10:40,0:05:38,0:10:29,C,FWFD,1,4, $-   , $-   , $-   , $-   
16-0007086,965,Vehicle parking area.,Outside,321,Medical,EMS,None,9/27/2016 11:20,9/27/2016 11:18,9/27/2016 11:23,9/27/2016 11:28,0:04:55,0:09:38,C,2,1,4, $-   , $-   , $-   , $-   
16-0007087,429,Multifamily dwelling.,Residential,113,Fire,STRUCTURE,Automatic Aid Received,9/27/2016 11:26,9/27/2016 11:25,9/27/2016 11:31,9/27/2016 11:48,0:06:17,0:23:11,C,4,10,29, $-   , $-   , $-   , $-   
16-0007088,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,9/27/2016 13:26,9/27/2016 13:25,9/27/2016 13:29,9/27/2016 13:37,0:03:52,0:11:42,C,3,1,4, $-   , $-   , $-   , $-   
16-0007089,965,Vehicle parking area.,Outside,321,Medical,EMS,None,9/27/2016 14:07,9/27/2016 14:05,9/27/2016 14:11,9/27/2016 14:20,0:05:34,0:14:06,C,2,1,4, $-   , $-   , $-   , $-   
16-0007090,419,1- or 2-family dwelling.,Residential,311,Medical,EMS,None,9/27/2016 14:08,9/27/2016 14:07,9/27/2016 14:14,9/27/2016 14:23,0:06:54,0:15:19,C,8,1,5, $-   , $-   , $-   , $-   
16-0007091,449,"Hotel/Motel, commercial.",Residential,743,No Hazard,ALARM,None,9/27/2016 14:11,9/27/2016 14:09,9/27/2016 14:23,9/27/2016 14:26,0:13:08,0:16:17,C,9,4,12, $-   , $-   , $-   , $-   
16-0007092,963,Street or road in commercial area.,Outside,322,Hazard,MVA,None,9/27/2016 14:44,9/27/2016 14:43,9/27/2016 14:45,9/27/2016 15:01,0:01:24,0:18:07,C,1,2,6, $-   , $-   , $-   , $-   
16-0007093,500,"Mercantile, business, other.",Business,311,Medical,EMS,None,9/27/2016 15:18,9/27/2016 15:17,9/27/2016 15:21,9/27/2016 15:32,0:03:50,0:14:37,C,5,1,5, $-   , $-   , $-   , $-   
16-0007094,419,1- or 2-family dwelling.,Residential,151,Fire,OTHER,None,9/27/2016 15:21,9/27/2016 15:20,9/27/2016 15:26,9/27/2016 15:31,0:06:55,0:11:14,C,5,2,8, $-   , $-   , $-   , $-   
16-0007095,419,1- or 2-family dwelling.,Residential,311,Medical,EMS,None,9/27/2016 15:50,9/27/2016 15:49,9/27/2016 15:53,9/27/2016 16:04,0:04:33,0:14:53,C,2,1,3, $-   , $-   , $-   , $-   
16-0007096,961,Highway or divided highway.,Outside,611,No Hazard,GOOD INTENT,Automatic Aid Given,9/27/2016 15:58,9/27/2016 15:57,9/27/2016 15:58,9/27/2016 16:08,0:01:07,0:11:06,C,1,5,16, $-   , $-   , $-   , $-   
16-0007097,960,"Street, other.",Outside,324,Hazard,MVA,None,9/27/2016 17:27,9/27/2016 17:27,9/27/2016 17:34,9/27/2016 17:58,0:07:22,0:31:22,C,9,2,7, $-   , $-   , $-   , $-   
16-0007098,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,9/27/2016 17:44,9/27/2016 17:44,9/27/2016 17:51,9/27/2016 18:30,0:07:05,0:46:06,C,1,1,4, $-   , $-   , $-   , $-   
16-0007101,311,"Nursing homes licensed by the State,.",Health Care or Detention,321,Medical,EMS,None,9/27/2016 18:48,9/27/2016 18:47,9/27/2016 18:51,9/27/2016 19:11,0:03:45,0:23:44,C,3,1,4, $-   , $-   , $-   , $-   
16-0007102,182,"Auditorium, concert hall.",Assembly,611,No Hazard,GOOD INTENT,None,9/27/2016 19:43,9/27/2016 19:42,9/27/2016 19:45,9/27/2016 19:46,0:02:31,0:04:20,C,2,1,3, $-   , $-   , $-   , $-   
16-0007103,963,Street or road in commercial area.,Outside,463,Hazard,MVA,None,9/27/2016 20:42,9/27/2016 20:41,9/27/2016 20:47,9/27/2016 21:25,0:05:44,0:43:50,C,3,2,7, $-   , $-   , $-   , $-   
16-0007104,449,"Hotel/Motel, commercial.",Residential,622,No Hazard,GOOD INTENT,None,9/27/2016 21:23,9/27/2016 21:22,9/27/2016 21:26,9/27/2016 21:36,0:03:54,0:13:44,C,3,1,4, $-   , $-   , $-   , $-   
16-0007105,419,1- or 2-family dwelling.,Residential,311,Medical,EMS,None,9/27/2016 21:38,9/27/2016 21:38,9/27/2016 21:44,9/27/2016 21:54,0:05:39,0:15:45,C,2,1,3, $-   , $-   , $-   , $-   
16-0007106,599,Business office.,Business,735,No Hazard,ALARM,None,9/28/2016 1:52,9/28/2016 1:50,9/28/2016 1:57,9/28/2016 2:11,0:06:51,0:21:00,C,3,2,8, $-   , $-   , $-   , $-   
16-0007107,429,Multifamily dwelling.,Residential,311,Medical,EMS,None,9/28/2016 1:51,9/28/2016 1:50,9/28/2016 1:54,9/28/2016 2:14,0:04:11,0:24:13,C,1,1,4, $-   , $-   , $-   , $-   
16-0007108,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,9/28/2016 2:13,9/28/2016 2:13,9/28/2016 2:18,9/28/2016 2:44,0:05:32,0:31:03,C,7,1,4, $-   , $-   , $-   , $-   
16-0007110,429,Multifamily dwelling.,Residential,311,Medical,EMS,None,9/28/2016 5:13,9/28/2016 5:13,9/28/2016 5:18,9/28/2016 5:34,0:05:08,0:20:47,C,2,1,4, $-   , $-   , $-   , $-   
16-0007111,579,"Motor vehicle or boat sales, services.",Business,531,No Hazard,ASSIST,Automatic Aid Received,9/28/2016 5:54,9/28/2016 5:52,9/28/2016 6:01,9/28/2016 6:53,0:08:32,1:01:13,C,3,7,21, $-   , $-   , $-   , $-   
16-0007112,311,"Nursing homes licensed by the State,.",Health Care or Detention,321,Medical,EMS,None,9/28/2016 11:07,9/28/2016 11:07,9/28/2016 11:12,9/28/2016 11:34,0:05:17,0:27:18,B,4,1,5, $-   , $-   , $-   , $-   
16-0007113,449,"Hotel/Motel, commercial.",Residential,321,Medical,EMS,None,9/28/2016 12:15,9/28/2016 12:14,9/28/2016 12:18,9/28/2016 12:37,0:04:03,0:22:18,B,1,1,4, $-   , $-   , $-   , $-   
16-0007114,599,Business office.,Business,745,No Hazard,ALARM,None,9/28/2016 12:17,9/28/2016 12:15,9/28/2016 12:21,9/28/2016 12:29,0:05:48,0:13:34,B,4,2,7, $-   , $-   , $-   , $-   
16-0007115,599,Business office.,Business,322,Hazard,MVA,None,9/28/2016 12:33,9/28/2016 12:32,9/28/2016 12:35,9/28/2016 13:05,0:02:53,0:33:17,B,9,2,8, $-   , $-   , $-   , $-   
16-0007116,419,1- or 2-family dwelling.,Residential,743,No Hazard,ALARM,None,9/28/2016 12:39,9/28/2016 12:37,9/28/2016 12:43,9/28/2016 13:04,0:05:56,0:27:11,B,3,2,7, $-   , $-   , $-   , $-   
16-0007117,962,"Residential street, road.",Outside,324,Hazard,MVA,Automatic Aid Received,9/28/2016 12:54,9/28/2016 12:53,9/28/2016 13:00,9/28/2016 13:27,0:06:51,0:34:24,B,6,2,7, $-   , $-   , $-   , $-   
16-0007118,963,Street or road in commercial area.,Outside,324,Hazard,MVA,None,9/28/2016 14:15,9/28/2016 14:14,9/28/2016 14:17,9/28/2016 14:39,0:03:23,0:24:41,B,8,2,8, $-   , $-   , $-   , $-   
16-0007119,161,Restaurant or cafeteria.,Assembly,321,Medical,EMS,None,9/28/2016 17:36,9/28/2016 17:35,9/28/2016 17:41,9/28/2016 17:54,0:05:32,0:18:25,B,7,1,3, $-   , $-   , $-   , $-   
16-0007120,183,Movie theater.,Assembly,311,Medical,EMS,None,9/28/2016 18:28,9/28/2016 18:28,9/28/2016 18:33,9/28/2016 18:33,0:05:24,0:05:50,B,7,1,3, $-   , $-   , $-   , $-   
16-0007121,141,Athletic or health club.,Assembly,730,No Hazard,ALARM,Automatic Aid Received,9/28/2016 20:04,9/28/2016 20:03,9/28/2016 20:12,9/28/2016 20:30,0:09:29,0:27:51,B,6,2,7, $-   , $-   , $-   , $-   
16-0007122,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,9/28/2016 21:30,9/28/2016 21:30,9/28/2016 21:34,9/28/2016 21:43,0:03:57,0:12:57,B,9,1,4, $-   , $-   , $-   , $-   
16-0007123,400,"Residential, other.",Residential,735,No Hazard,ALARM,None,9/28/2016 23:55,9/28/2016 23:54,9/28/2016 23:58,9/29/2016 0:37,0:04:26,0:42:39,B,3,4,12, $-   , $-   , $-   , $-   
16-0007124,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,9/29/2016 3:43,9/29/2016 3:43,9/29/2016 3:49,9/29/2016 4:23,0:06:03,0:40:21,B,5,1,4, $-   , $-   , $-   , $-   
16-0007125,459,Residential board and care.,Residential,321,Medical,EMS,None,9/29/2016 7:10,9/29/2016 7:10,9/29/2016 7:14,9/29/2016 7:29,0:04:05,0:19:07,B,4,1,5, $-   , $-   , $-   , $-   
16-0007126,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,9/29/2016 8:48,9/29/2016 8:47,9/29/2016 8:54,9/29/2016 9:12,0:07:02,0:24:51,C,5,1,0, $-   , $-   , $-   , $-   
16-0007127,311,"Nursing homes licensed by the State,.",Health Care or Detention,321,Medical,EMS,None,9/29/2016 9:03,9/29/2016 9:03,9/29/2016 9:05,9/29/2016 9:25,0:02:21,0:21:31,C,3,1,5, $-   , $-   , $-   , $-   
16-0007128,419,1- or 2-family dwelling.,Residential,311,Medical,EMS,None,9/29/2016 10:10,9/29/2016 10:10,9/29/2016 10:17,9/29/2016 10:36,0:07:15,0:26:34,C,4,1,4, $-   , $-   , $-   , $-   
16-0007129,182,"Auditorium, concert hall.",Assembly,671,No Hazard,GOOD INTENT,None,9/29/2016 10:21,9/29/2016 10:20,9/29/2016 10:27,9/29/2016 10:59,0:07:06,0:39:03,C,2,6,18, $-   , $-   , $-   , $-   
16-0007130,311,"Nursing homes licensed by the State,.",Health Care or Detention,321,Medical,EMS,None,9/29/2016 10:25,9/29/2016 10:24,9/29/2016 10:30,9/29/2016 10:45,0:06:08,0:21:33,C,4,1,4, $-   , $-   , $-   , $-   
16-0007131,419,1- or 2-family dwelling.,Residential,311,Medical,EMS,None,9/29/2016 12:01,9/29/2016 12:00,9/29/2016 12:04,9/29/2016 12:58,0:03:53,0:57:29,C,4,1,3, $-   , $-   , $-   , $-   
16-0007132,419,1- or 2-family dwelling.,Residential,671,No Hazard,GOOD INTENT,None,9/29/2016 12:38,9/29/2016 12:37,9/29/2016 12:42,9/29/2016 12:55,0:05:02,0:17:48,C,4,4,12, $-   , $-   , $-   , $-   
16-0007133,599,Business office.,Business,321,Medical,EMS,None,9/29/2016 13:21,9/29/2016 13:20,9/29/2016 13:21,9/29/2016 13:37,0:00:28,0:16:15,C,3,1,4, $-   , $-   , $-   , $-   
16-0007134,439,Boarding/Rooming house.,Residential,743,No Hazard,ALARM,None,9/29/2016 13:57,9/29/2016 13:57,9/29/2016 14:01,9/29/2016 14:23,0:03:54,0:25:44,C,4,4,15, $-   , $-   , $-   , $-   
16-0007135,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,Automatic Aid Received,9/29/2016 13:59,9/29/2016 13:58,9/29/2016 14:03,9/29/2016 14:12,0:05:44,0:14:03,C,3,1,4, $-   , $-   , $-   , $-   
16-0007136,429,Multifamily dwelling.,Residential,311,Medical,EMS,None,9/29/2016 14:24,9/29/2016 14:24,9/29/2016 14:27,9/29/2016 14:45,0:03:17,0:21:29,C,5,1,4, $-   , $-   , $-   , $-   
16-0007137,300,"Health care, detention, and correction.",Health Care or Detention,321,Medical,EMS,None,9/29/2016 14:28,9/29/2016 14:27,9/29/2016 14:32,9/29/2016 14:39,0:04:27,0:11:46,C,4,1,4, $-   , $-   , $-   , $-   
16-0007138,419,1- or 2-family dwelling.,Residential,311,Medical,EMS,None,9/29/2016 15:21,9/29/2016 15:21,9/29/2016 15:25,9/29/2016 15:41,0:04:31,0:19:59,C,4,1,4, $-   , $-   , $-   , $-   
16-0007140,549,Specialty shop.,Business,735,No Hazard,ALARM,Automatic Aid Received,9/29/2016 15:25,9/29/2016 15:23,9/29/2016 15:30,9/29/2016 15:46,0:06:53,0:22:32,C,3,2,8, $-   , $-   , $-   , $-   
16-0007141,419,1- or 2-family dwelling.,Residential,745,No Hazard,ALARM,None,9/29/2016 15:42,9/29/2016 15:41,9/29/2016 15:45,9/29/2016 15:53,0:04:26,0:12:04,C,5,2,7, $-   , $-   , $-   , $-   
16-0007142,961,Highway or divided highway.,Outside,324,Hazard,MVA,None,9/29/2016 16:08,9/29/2016 16:08,9/29/2016 16:12,9/29/2016 16:58,0:04:07,0:50:08,C,5,4,11, $-   , $-   , $-   , $-   
16-0007144,549,Specialty shop.,Business,735,No Hazard,ALARM,Automatic Aid Received,9/29/2016 16:07,9/29/2016 16:05,9/29/2016 16:12,9/29/2016 16:41,0:06:37,0:36:02,C,3,2,8, $-   , $-   , $-   , $-   
16-0007145,100,"Assembly, other.",Assembly,671,No Hazard,GOOD INTENT,None,9/29/2016 18:51,9/29/2016 18:49,9/29/2016 18:55,9/29/2016 19:25,0:05:36,0:35:46,C,2,4,13, $-   , $-   , $-   , $-   
16-0007146,100,"Assembly, other.",Assembly,321,Medical,EMS,None,9/29/2016 19:12,9/29/2016 19:11,9/29/2016 19:15,9/29/2016 19:28,0:03:18,0:17:06,C,5,1,4, $-   , $-   , $-   , $-   
16-0007147,429,Multifamily dwelling.,Residential,611,No Hazard,GOOD INTENT,None,9/29/2016 20:26,9/29/2016 20:25,,9/29/2016 20:27,,0:01:31,C,3,1,4, $-   , $-   , $-   , $-   
16-0007148,419,1- or 2-family dwelling.,Residential,743,No Hazard,ALARM,None,9/29/2016 23:17,9/29/2016 23:16,9/29/2016 23:25,9/29/2016 23:25,0:09:03,0:09:10,C,4,2,7, $-   , $-   , $-   , $-   
16-0007149,429,Multifamily dwelling.,Residential,311,Medical,EMS,None,9/30/2016 0:34,9/30/2016 0:34,9/30/2016 0:38,9/30/2016 1:02,0:04:02,0:28:15,C,5,1,4, $-   , $-   , $-   , $-   
16-0007150,599,Business office.,Business,735,No Hazard,ALARM,None,9/30/2016 1:08,9/30/2016 1:07,9/30/2016 1:13,9/30/2016 1:23,0:06:03,0:15:19,C,3,2,8, $-   , $-   , $-   , $-   
16-0007151,599,Business office.,Business,113,Fire,STRUCTURE,Automatic Aid Received,9/30/2016 2:02,9/30/2016 2:01,9/30/2016 2:08,9/30/2016 3:01,0:06:11,0:59:29,C,CSFD,6,22, $-   , $-   , $-   , $-   
16-0007152,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,9/30/2016 2:25,9/30/2016 2:24,9/30/2016 2:31,9/30/2016 2:52,0:06:43,0:27:17,C,8,1,4, $-   , $-   , $-   , $-   
16-0007153,549,Specialty shop.,Business,321,Medical,EMS,None,9/30/2016 5:37,9/30/2016 5:36,9/30/2016 5:40,9/30/2016 5:54,0:03:46,0:17:34,C,3,1,4, $-   , $-   , $-   , $-   
16-0007154,429,Multifamily dwelling.,Residential,736,No Hazard,ALARM,None,9/30/2016 6:38,9/30/2016 6:36,9/30/2016 6:44,9/30/2016 7:03,0:07:26,0:26:07,C,7,4,12, $-   , $-   , $-   , $-   
